case_id,eye_id,mode,wavelength_nm,source_demand_D,source_distance_mm,effective_focal_length_mm,axial_length_mm,image_index,reduced_retina_distance_mm,target_diameter_mm,pupil_diameter_mm,external_lens_power_D,external_lens_vertex_distance_mm,conservative_source_diameter_mm,source_mapping_coefficient,pupil_mapping_coefficient,input_sha256
chickm30m45d_baseline_f8p5_a11p7_p3_d120_x0_1f844eab29,chick_30_45d,baseline,650,120,8.3333333333333339,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3,0,5,5.7682252388134749,-1.0508982035928143,1.0206058471292709,1f844eab293145d12352186de67427d98fcf6c5e17df9ecbd563a28ed8d6dcb6
chickm30m45d_baseline_f8p5_a11p7_p3p5_d60_x0_09f9863e72,chick_30_45d,baseline,650,60,16.666666666666668,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,9.0076252723311558,-0.52544910179640714,0.4951567453328638,09f9863e7200bf41a27f3a375ea511f30e16d2a1e94a9f9c7e079822f19707d6
chickm30m45d_baseline_f8p5_a11p7_p3p5_d70_x0_5f07ba05ee,chick_30_45d,baseline,650,70,14.285714285714286,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,8.2208216619981354,-0.61302395209580829,0.58273159563226495,5f07ba05ee26a812198fb0a787d002c309683ef1a4d4a122d4cc3c410a7c0c9d
chickm30m45d_baseline_f8p5_a11p7_p3p5_d80_x0_a47504f0e6,chick_30_45d,baseline,650,80,12.5,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,7.6307189542483673,-0.70059880239520944,0.67030644593166611,a47504f0e676420b50f52d40785744e8eff7deebc6a4fd95e174b0584424d8c6
chickm30m45d_baseline_f8p5_a11p7_p3p5_d90_x0_9ea50b49df,chick_30_45d,baseline,650,90,11.111111111111111,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,7.1717501815541045,-0.7881736526946107,0.75788129623106737,9ea50b49df48f2db186bf77bbb4afe76c51d3100ff85c2ac153ece2d43273a8b
chickm30m45d_baseline_f8p5_a11p7_p3p5_d100_x0_a498f7eee9,chick_30_45d,baseline,650,100,10,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,6.8045751633986953,-0.87574850299401175,0.84545614653046841,a498f7eee9a893a9ea9f011363e2378cf6977e199a0c0f95ef93da836565039d
chickm30m45d_baseline_f8p5_a11p7_p3p5_d110_x0_fceaea27e0,chick_30_45d,baseline,650,110,9.0909090909090917,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,6.5041592394533581,-0.96332335329341312,0.93303099682986979,fceaea27e0c701e93100f64f8f860c5c8555d7f69385576fc86b6dd291ff86d9
chickm30m45d_baseline_f8p5_a11p7_p3p5_d120_x0_ee13e7fc39,chick_30_45d,baseline,650,120,8.3333333333333339,8.5,11.699999999999999,1.3360000000000001,8.7574850299401188,3,3.5,0,5,6.2538126361655788,-1.0508982035928143,1.0206058471292709,ee13e7fc392bbb3bf1b6b0506d0117a7fd7f2253ead194980a45a335e349dd60
childm6y_baseline_f13p5_a23_p2_d60_x0_5ec0b48c61,child_6y,baseline,650,60,16.666666666666668,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,7.2757917337627482,-1.032934131736527,0.75770680860501216,5ec0b48c617a37a54d35669e773a840933effefc952b9b6bb0144e87834479b0
childm6y_baseline_f13p5_a23_p2_d70_x0_a32d1d120a,child_6y,baseline,650,70,14.285714285714286,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,6.5221072003680707,-1.2050898203592815,0.92986249722776659,a32d1d120aa1989268b6453d3aec57b0886e2d165dc14b7208ff66f416b5bdf9
childm6y_baseline_f13p5_a23_p2_d80_x0_02b5cedfca,child_6y,baseline,650,80,12.5,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.9568438003220621,-1.3772455089820359,1.1020181858505211,02b5cedfca1949d529134b0c8989df30a142643c55530bc5be99a7dc77d54bcb
childm6y_baseline_f13p5_a23_p2_d90_x0_0266eae658,child_6y,baseline,650,90,11.111111111111111,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.5171944891751661,-1.5494011976047903,1.2741738744732756,0266eae658b6c1caccf2471078152b80f778a9fee542982ece7042d720314db0
childm6y_baseline_f13p5_a23_p2_d100_x0_5170f81fcc,child_6y,baseline,650,100,10,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.1654750402576495,-1.7215568862275448,1.44632956309603,5170f81fcc89bb715b31bdb48204d760a28dd1a0055be4df1f4ff2e08aa84826
childm6y_baseline_f13p5_a23_p2_d110_x0_0caf42f10f,child_6y,baseline,650,110,9.0909090909090917,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,4.8777045820524076,-1.8937125748502996,1.6184852517187849,0caf42f10f2689f2c05f4ef1493966b1bea516048a98f65d86f60dcfbd6588fe
childm6y_baseline_f13p5_a23_p2_d120_x0_2f7d07344f,child_6y,baseline,650,120,8.3333333333333339,13.5,23,1.3359999999999999,17.21556886227545,6,2,0,12,4.6378958668813741,-2.0658682634730541,1.7906409403415391,2f7d07344f44665fcb613d1867572156a398aa04c3db1e236cb3a63d67a78463
childm6y_baseline_f13p5_a23_p3_d60_x0_15fcf139ed,child_6y,baseline,650,60,16.666666666666668,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,8.0093397745571639,-1.032934131736527,0.75770680860501216,15fcf139ed1ad99b6ed388a1542f8852ae7e24c962f9c584670942385fca1c89
childm6y_baseline_f13p5_a23_p3_d70_x0_a366044bd6,child_6y,baseline,650,70,14.285714285714286,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,7.293719806763284,-1.2050898203592815,0.92986249722776659,a366044bd651eafd1596c9cf1026b3a1cb6369cce43e86a89495a87f9f76d198
childm6y_baseline_f13p5_a23_p3_d80_x0_bbb0324824,child_6y,baseline,650,80,12.5,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.7570048309178743,-1.3772455089820359,1.1020181858505211,bbb0324824eece56055d2f0228d0ed2ff64c33fbc640ae7b53edb2a665f3346f
childm6y_baseline_f13p5_a23_p3_d90_x0_efab581d08,child_6y,baseline,650,90,11.111111111111111,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.339559849704778,-1.5494011976047903,1.2741738744732756,efab581d08c23224ad5304136bd30f7d2869a3add075075563459fe0a08f402c
childm6y_baseline_f13p5_a23_p3_d100_x0_8ca8db3768,child_6y,baseline,650,100,10,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.0056038647343,-1.7215568862275448,1.44632956309603,8ca8db3768cdc1fb75d0fba560c3bd8b2a9dccf645f0054261ff803e6257d067
childm6y_baseline_f13p5_a23_p3_d110_x0_33d1ff1e59,child_6y,baseline,650,110,9.0909090909090917,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,5.7323671497584536,-1.8937125748502996,1.6184852517187849,33d1ff1e59c7f4f720c2cefeea7c7543745ab5308cd75e44fea55753bd362f64
childm6y_baseline_f13p5_a23_p3_d120_x0_38d30c2b70,child_6y,baseline,650,120,8.3333333333333339,13.5,23,1.3359999999999999,17.21556886227545,6,3,0,12,5.5046698872785829,-2.0658682634730541,1.7906409403415391,38d30c2b70a9af03e218c67fbbbbdc4f55a0adec716af26730979c7660461693
childm6y_baseline_f13p5_a23_p4_d60_x0_51380527fc,child_6y,baseline,650,60,16.666666666666668,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,8.7428878153515832,-1.032934131736527,0.75770680860501216,51380527fccdc48c471d59424d378f5107b37a444c76f87ff53ab36ec2643269
childm6y_baseline_f13p5_a23_p4_d70_x0_506991ca4e,child_6y,baseline,650,70,14.285714285714286,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,8.0653324131584991,-1.2050898203592815,0.92986249722776659,506991ca4e7b265a6ca16cbbe11d9762b1a02077a95717492d046959f4bf62e5
childm6y_baseline_f13p5_a23_p4_d80_x0_ee59a28d2c,child_6y,baseline,650,80,12.5,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.5571658615136874,-1.3772455089820359,1.1020181858505211,ee59a28d2ce9914dc5f305000b6e2818714153d5bd0585cff4e870f8596757b8
childm6y_baseline_f13p5_a23_p4_d90_x0_339a22935e,child_6y,baseline,650,90,11.111111111111111,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.1619252102343882,-1.5494011976047903,1.2741738744732756,339a22935e643a3d93ff9d0658ea7a2c03001b8f476b9141c8fed96f5c84b082
childm6y_baseline_f13p5_a23_p4_d100_x0_24ca512d62,child_6y,baseline,650,100,10,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,6.8457326892109505,-1.7215568862275448,1.44632956309603,24ca512d6290126d8443cbeb5110c81da3ea10447d973bf360b1f6f2ad2db4ae
childm6y_baseline_f13p5_a23_p4_d110_x0_c13a40bde2,child_6y,baseline,650,110,9.0909090909090917,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,6.5870297174644996,-1.8937125748502996,1.6184852517187849,c13a40bde24049e8f8c2ccc8dbc525fdb2831d3a6a2a7f94a1eba370b6b455cb
childm6y_baseline_f13p5_a23_p4_d120_x0_3d9e144318,child_6y,baseline,650,120,8.3333333333333339,13.5,23,1.3359999999999999,17.21556886227545,6,4,0,12,6.3714439076757916,-2.0658682634730541,1.7906409403415391,3d9e14431881b9fd39bf1e84d415c0974460a9b900f5717035729fcf5cac8d1b
childm6y_baseline_f13p5_a23_p5_d60_x0_2a3c17e4bc,child_6y,baseline,650,60,16.666666666666668,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,9.4764358561459989,-1.032934131736527,0.75770680860501216,2a3c17e4bc4b6004a78561e293a9606308773f45ee06b7a2e485279852e728ec
childm6y_baseline_f13p5_a23_p5_d70_x0_92cf261b41,child_6y,baseline,650,70,14.285714285714286,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,8.8369450195537151,-1.2050898203592815,0.92986249722776659,92cf261b4122cb4304a4ca783bb6a8937567fce6dc03be4a68e9d4f102ae5b20
childm6y_baseline_f13p5_a23_p5_d80_x0_6f4be4e0b7,child_6y,baseline,650,80,12.5,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,8.3573268921095014,-1.3772455089820359,1.1020181858505211,6f4be4e0b788eae0350970da376b35a365f58009b1375b3e7702b6041a753d91
childm6y_baseline_f13p5_a23_p5_d90_x0_da3c82df86,child_6y,baseline,650,90,11.111111111111111,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,7.9842905707640002,-1.5494011976047903,1.2741738744732756,da3c82df86acf076b754602f38a27801b23420023ff45c5f5707fb600ca403d3
childm6y_baseline_f13p5_a23_p5_d100_x0_6db1a18351,child_6y,baseline,650,100,10,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,7.6858615136876018,-1.7215568862275448,1.44632956309603,6db1a183519db9d0549b8402f4bce33be640b51487c39e3e3d9a0df5df5131e2
childm6y_baseline_f13p5_a23_p5_d110_x0_7af10bf935,child_6y,baseline,650,110,9.0909090909090917,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,7.4416922851705456,-1.8937125748502996,1.6184852517187849,7af10bf9358dc8194309cd431837d7a8f94fbafe3daad5657daa7266a511cf43
childm6y_baseline_f13p5_a23_p5_d120_x0_b58c10d649,child_6y,baseline,650,120,8.3333333333333339,13.5,23,1.3359999999999999,17.21556886227545,6,5,0,12,7.2382179280730004,-2.0658682634730541,1.7906409403415391,b58c10d649e6c64331bc22af62a9d7a582c2c82a119263f85f232a9254585cc3
childm6y_baseline_f15p1_a23_p2_d60_x0_0e615f0d08,child_6y,baseline,650,60,16.666666666666668,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,7.5374220174680859,-1.032934131736527,0.89283023357258984,0e615f0d0819914f165715d0aa895dd337884ad63a4957cc19272c34e8751b30
childm6y_baseline_f15p1_a23_p2_d70_x0_9d2febffd7,child_6y,baseline,650,70,14.285714285714286,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,6.7463617292583606,-1.2050898203592815,1.0649859221953444,9d2febffd7b0a3eda6188eb721ef30bee237540535f35e50e21c2ccef48c2ad1
childm6y_baseline_f15p1_a23_p2_d80_x0_92396e04c9,child_6y,baseline,650,80,12.5,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,6.1530665131010656,-1.3772455089820359,1.2371416108180988,92396e04c9e6b97088fb7d24b73cd93fd6f96aea1c401bd1e6eacd68530d5007
childm6y_baseline_f15p1_a23_p2_d90_x0_efc483eb2e,child_6y,baseline,650,90,11.111111111111111,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.6916146783120585,-1.5494011976047903,1.4092972994408532,efc483eb2eba6514a05460d95218c060c5012d900bac3bf5c5d49bcf9a1a88a4
childm6y_baseline_f15p1_a23_p2_d100_x0_863f2f5142,child_6y,baseline,650,100,10,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.3224532104808517,-1.721556886227545,1.5814529880636079,863f2f5142ed52228f8258045be364ed453ae49d23bb580a87202c243ea1b249
childm6y_baseline_f15p1_a23_p2_d110_x0_4bdefe7689,child_6y,baseline,650,110,9.0909090909090917,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.0204120095280471,-1.8937125748502996,1.7536086766863626,4bdefe768905833870e85a98fb53623e8c2b3573b8e767f3a29da88c8584e1fc
childm6y_baseline_f15p1_a23_p2_d120_x0_2f411ffe79,child_6y,baseline,650,120,8.3333333333333339,15.1,23,1.3359999999999999,17.21556886227545,6,2,0,12,4.7687110087340434,-2.0658682634730541,1.9257643653091168,2f411ffe797aa3666a143594acdbb8b7643c09aadea64d0ff1dd66d0bbdd17ba
childm6y_baseline_f15p1_a23_p3_d60_x0_d4ffc18703,child_6y,baseline,650,60,16.666666666666668,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,8.4017852001151727,-1.032934131736527,0.89283023357258984,d4ffc187033793a6e7dce696d68f38b54c333b8cf41dee1dc0cf55561fc5b840
childm6y_baseline_f15p1_a23_p3_d70_x0_c369b71c4f,child_6y,baseline,650,70,14.285714285714286,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,7.6301016000987216,-1.2050898203592815,1.0649859221953444,c369b71c4fd8060e84f8208e8ec1113ad4dfc86742434b249bcd2426ddbe89d5
childm6y_baseline_f15p1_a23_p3_d80_x0_17ebf0f16a,child_6y,baseline,650,80,12.5,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,7.05133890008638,-1.3772455089820359,1.2371416108180988,17ebf0f16ab99ade4e28ce37c2f8bce37bc9636494df0bb56bb631e1d81ab59e
childm6y_baseline_f15p1_a23_p3_d90_x0_22ebe5c609,child_6y,baseline,650,90,11.111111111111111,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.6011901334101157,-1.5494011976047903,1.4092972994408532,22ebe5c609142cf40c87dd3d7d690e0619bd3e93a2e36fa902faf6d886544bf3
childm6y_baseline_f15p1_a23_p3_d100_x0_550a12b2d3,child_6y,baseline,650,100,10,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.2410711200691038,-1.721556886227545,1.5814529880636079,550a12b2d3da5337de95b0e4b5137649eaa120a6df3faedb0a0e92ab451ab3b3
childm6y_baseline_f15p1_a23_p3_d110_x0_bafb2d6b0b,child_6y,baseline,650,110,9.0909090909090917,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,5.9464282909719133,-1.8937125748502996,1.7536086766863626,bafb2d6b0bb08036762b9edd3e47fcc1d4ed59c054565d2793e41c4438cceebb
childm6y_baseline_f15p1_a23_p3_d120_x0_31d91d3631,child_6y,baseline,650,120,8.3333333333333339,15.1,23,1.3359999999999999,17.21556886227545,6,3,0,12,5.7008926000575872,-2.0658682634730541,1.9257643653091168,31d91d36318c6c44bea6257e69214e1bd6f3d83f21fdd2383feef0bd3b6a54dd
childm6y_baseline_f15p1_a23_p4_d60_x0_33be4c1553,child_6y,baseline,650,60,16.666666666666668,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,9.2661483827622604,-1.032934131736527,0.89283023357258984,33be4c15537d87ffc9aa812fe49b52fb6568e13803c521a353ae3f2c1bbf02f4
childm6y_baseline_f15p1_a23_p4_d70_x0_92b396cb9d,child_6y,baseline,650,70,14.285714285714286,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,8.5138414709390808,-1.2050898203592815,1.0649859221953444,92b396cb9d8b6da32c121520dbb62ff515f106d33e2ac59402b10392431c62ad
childm6y_baseline_f15p1_a23_p4_d80_x0_4ec35f5db1,child_6y,baseline,650,80,12.5,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.9496112870716953,-1.3772455089820359,1.2371416108180988,4ec35f5db1cb7564cd7afa50190bfc218abe1220efc1c1a8289f9b2709f8ae5d
childm6y_baseline_f15p1_a23_p4_d90_x0_41381d73b5,child_6y,baseline,650,90,11.111111111111111,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.5107655885081739,-1.5494011976047903,1.4092972994408532,41381d73b5a1a4066e494733119182045e30024701b98ca2fe8960b35dd9ed9f
childm6y_baseline_f15p1_a23_p4_d100_x0_7e6e6c3d29,child_6y,baseline,650,100,10,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.1596890296573559,-1.721556886227545,1.5814529880636079,7e6e6c3d29d00b03daec316672b036c6d20dc57cb68613ea9e529564d9209047
childm6y_baseline_f15p1_a23_p4_d110_x0_b17e8fc276,child_6y,baseline,650,110,9.0909090909090917,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,6.8724445724157777,-1.8937125748502996,1.7536086766863626,b17e8fc276ee3e529d7ef14027e1aedd5c2dea536c8318cc851d3aaf4143e0a5
childm6y_baseline_f15p1_a23_p4_d120_x0_892fbe5230,child_6y,baseline,650,120,8.3333333333333339,15.1,23,1.3359999999999999,17.21556886227545,6,4,0,12,6.6330741913811302,-2.0658682634730541,1.9257643653091168,892fbe523071c1a0814bc626da1d28e8d3921b2f4a6f2c2fc80e37fa345af472
childm6y_baseline_f15p1_a23_p5_d60_x0_c0032f7d12,child_6y,baseline,650,60,16.666666666666668,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,10.130511565409348,-1.032934131736527,0.89283023357258984,c0032f7d12d85a26d973df645ccf54091aa1a3c7328bf401246ba6f06afed3ca
childm6y_baseline_f15p1_a23_p5_d70_x0_a49fd6c9d1,child_6y,baseline,650,70,14.285714285714286,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,9.3975813417794409,-1.2050898203592815,1.0649859221953444,a49fd6c9d186732da9765d02bea9dfa9bed76e7e2139eee461ca6cc843fc9bcf
childm6y_baseline_f15p1_a23_p5_d80_x0_451e222dd2,child_6y,baseline,650,80,12.5,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,8.8478836740570106,-1.3772455089820359,1.2371416108180988,451e222dd28f4b60dc68472233bf81ccbe69e5f3817a261dd753f6e38a6fa589
childm6y_baseline_f15p1_a23_p5_d90_x0_c84edb84b9,child_6y,baseline,650,90,11.111111111111111,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,8.420341043606232,-1.5494011976047903,1.4092972994408532,c84edb84b90faf41afc10d7d7e0d235413ccbf6f41fcf135263b881a7ab9b9be
childm6y_baseline_f15p1_a23_p5_d100_x0_6c0400d2ee,child_6y,baseline,650,100,10,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,8.0783069392456088,-1.721556886227545,1.5814529880636079,6c0400d2ee8d9f61818965be1880fe063ae06802ed0ad86cd512489e0965837a
childm6y_baseline_f15p1_a23_p5_d110_x0_a9a7d46663,child_6y,baseline,650,110,9.0909090909090917,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,7.7984608538596447,-1.8937125748502996,1.7536086766863626,a9a7d466633853c5f62d90ba6543829d60f69af2af9866d8910f14aa9e3d28f4
childm6y_baseline_f15p1_a23_p5_d120_x0_576f24f5ca,child_6y,baseline,650,120,8.3333333333333339,15.1,23,1.3359999999999999,17.21556886227545,6,5,0,12,7.5652557827046722,-2.0658682634730541,1.9257643653091168,576f24f5cabb9b13d2c3d6862ffc4f4e4ee145e65e3bde2a421185ecb8493833
childm6y_baseline_f16p7_a23_p2_d60_x0_78b884fdd5,child_6y,baseline,650,60,16.666666666666668,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,7.748919552199947,-1.032934131736527,1.0020617447739253,78b884fdd5c16990beb2cc346719c33e17609b98dc5419495fee19b23fbde594
childm6y_baseline_f16p7_a23_p2_d70_x0_e1ad204d12,child_6y,baseline,650,70,14.285714285714286,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,6.9276453304570982,-1.2050898203592815,1.1742174333966797,e1ad204d1272914cbe54f82b806ac90d905bf83ca70ca178502f7bbf6b463d78
childm6y_baseline_f16p7_a23_p2_d80_x0_0e641fb754,child_6y,baseline,650,80,12.5,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,6.3116896641499611,-1.3772455089820359,1.3463731220194342,0e641fb754f301af4aec23814843e81ac151cc560eeaea1e2db6af43e5bcffcc
childm6y_baseline_f16p7_a23_p2_d90_x0_ec9dd24556,child_6y,baseline,650,90,11.111111111111111,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.832613034799965,-1.5494011976047903,1.5185288106421886,ec9dd2455659b4ab4ba0bd33f81bb66d3cdf5f226f64d30bb110e350caf115d5
childm6y_baseline_f16p7_a23_p2_d100_x0_9dfbdaa097,child_6y,baseline,650,100,10,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.4493517313199691,-1.721556886227545,1.6906844992649432,9dfbdaa097aef21cbfb02fe5e6945800a1f6fde09ae1ba358536f4f884872c41
childm6y_baseline_f16p7_a23_p2_d110_x0_fd9f9f857c,child_6y,baseline,650,110,9.0909090909090917,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,5.1357743011999721,-1.8937125748502992,1.8628401878876975,fd9f9f857cc57b30ac8f7289c55b854f3d125b87128ce7a92acf3c7e9ce2d93b
childm6y_baseline_f16p7_a23_p2_d120_x0_47be89c344,child_6y,baseline,650,120,8.3333333333333339,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,2,0,12,4.8744597760999735,-2.0658682634730541,2.0349958765104521,47be89c34442d9af4d6b453db79fc878d0dffb223aea91febdbd506876079c5b
childm6y_baseline_f16p7_a23_p3_d60_x0_cd60c38028,child_6y,baseline,650,60,16.666666666666668,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,8.7190315022129639,-1.032934131736527,1.0020617447739253,cd60c3802814adb88a923ef9e44b7f008bcd7e47065f87837bdfd76116709459
childm6y_baseline_f16p7_a23_p3_d70_x0_3e20d1296e,child_6y,baseline,650,70,14.285714285714286,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,7.9020270018968271,-1.2050898203592815,1.1742174333966797,3e20d1296ef56eab85cfbdf4fca9ee47270b267479d3944c61c4011c1f704095
childm6y_baseline_f16p7_a23_p3_d80_x0_53b15d0ce6,child_6y,baseline,650,80,12.5,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,7.2892736266597238,-1.3772455089820359,1.3463731220194342,53b15d0ce6d13f5b12d8cef38c6161a1ecf5db46c1714543691532db36840597
childm6y_baseline_f16p7_a23_p3_d90_x0_0cd9f49dfa,child_6y,baseline,650,90,11.111111111111111,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.8126876681419768,-1.5494011976047903,1.5185288106421886,0cd9f49dfa1e4a3190d631f4bb1f397f6e3a8a7948b0a96355c6c7a7d41acb45
childm6y_baseline_f16p7_a23_p3_d100_x0_823e4df0e3,child_6y,baseline,650,100,10,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.4314189013277794,-1.721556886227545,1.6906844992649432,823e4df0e3de8477bc2f343dd22ed8f0bdb6dca8b6bf1453ac0fa2c4a6bf515c
childm6y_baseline_f16p7_a23_p3_d110_x0_c726a12b4a,child_6y,baseline,650,110,9.0909090909090917,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,6.1194717284798008,-1.8937125748502992,1.8628401878876975,c726a12b4a3fcce69949ed2c30e23c53feb259f3a9c43712545bcac16bfbfbfe
childm6y_baseline_f16p7_a23_p3_d120_x0_7ab690107b,child_6y,baseline,650,120,8.3333333333333339,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,3,0,12,5.8595157511064828,-2.0658682634730541,2.0349958765104521,7ab690107bef8c886673b88eb6881433b7d135961df64f95c6de2531b54da7a7
childm6y_baseline_f16p7_a23_p4_d60_x0_882d14436b,child_6y,baseline,650,60,16.666666666666668,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,9.6891434522259825,-1.032934131736527,1.0020617447739253,882d14436b85426e112f4d3e95cb5fe35c7507860dac3ea9b67d2e47612d2629
childm6y_baseline_f16p7_a23_p4_d70_x0_5841c6ebbe,child_6y,baseline,650,70,14.285714285714286,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,8.8764086733365577,-1.2050898203592815,1.1742174333966797,5841c6ebbe08ff0004e55452dac9e8310b20860996d81e74ee347cac9c78ff79
childm6y_baseline_f16p7_a23_p4_d80_x0_48ac9aa7ff,child_6y,baseline,650,80,12.5,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,8.2668575891694864,-1.3772455089820359,1.3463731220194342,48ac9aa7ff08c71829ad34bea70c86bf1c7a5cd1d3f40f31fe592dbca9beb8bf
childm6y_baseline_f16p7_a23_p4_d90_x0_94300ddf4a,child_6y,baseline,650,90,11.111111111111111,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.7927623014839886,-1.5494011976047903,1.5185288106421886,94300ddf4a0ff4af52c8e56213f3ec08d599ed6799dfbbb3f448fb92feb135ae
childm6y_baseline_f16p7_a23_p4_d100_x0_f3d07355dc,child_6y,baseline,650,100,10,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.4134860713355897,-1.721556886227545,1.6906844992649432,f3d07355dccf554c52b7b3bade957c719cccb82aa929468d6e302757ee5a1ad3
childm6y_baseline_f16p7_a23_p4_d110_x0_81d4ca76d7,child_6y,baseline,650,110,9.0909090909090917,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,7.1031691557596268,-1.8937125748502992,1.8628401878876975,81d4ca76d7b756b959c71177f2d43a385306fc7e282cc2c7d568a6d2b92d40a3
childm6y_baseline_f16p7_a23_p4_d120_x0_f1254615c5,child_6y,baseline,650,120,8.3333333333333339,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,4,0,12,6.8445717261129904,-2.0658682634730541,2.0349958765104521,f1254615c517c0abcf854b549e2af2d76beca56e88c38301bd6902a40a38023d
childm6y_baseline_f16p7_a23_p5_d60_x0_8a926d60a5,child_6y,baseline,650,60,16.666666666666668,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,5,0,12,10.659255402238999,-1.032934131736527,1.0020617447739253,8a926d60a5347ef37f6ea51f7da5b55158ec1f0345b01ad0f8efe3d8ef583da8
childm6y_baseline_f16p7_a23_p5_d70_x0_337b06f91c,child_6y,baseline,650,70,14.285714285714286,16.699999999999999,23,1.3359999999999999,17.21556886227545,6,5,0,12,9.8507903447762857,-1.2050898203592815,1.1742174333966797,337b06f91c564e485edd332dada7c3c1564f7d55e37335c22cd3faac66ddf501
