batch_id,case_id,input_sha256,opticstudio_version,api_license_valid,expected_min_y_mm,observed_min_y_mm,expected_max_y_mm,observed_max_y_mm,boundary_error_um,valid_rays,ray_error_count,ray_vignette_count,zos_file,zos_sha256,status,error_type,error_message
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p2p5_d80_x0_5a0b9b13ad","5a0b9b13ad6b5d7ac529a9618025afe9cc397764709699d6f665c7aab0f844cb","24.1.0",true,-3.0072090194610777,-3.0072090194610785,3.0072090194610777,3.0072090194610785,8.8817841970012523E-13,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p2p5_d80_x0_5a0b9b13ad.zos","d98d32baa114a368f31b5794cb15d843c9e509edae14422075c3d9d7d0ca75c6",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p2p5_d90_x0_db279f4b56","db279f4b56a6b1dbfa1ba39fd9d9cbb10ff79d6bfb8ef49a301d232898fd6a90","24.1.0",true,-3.2250514595808388,-3.2250514595808397,3.2250514595808388,3.2250514595808397,8.8817841970012523E-13,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p2p5_d90_x0_db279f4b56.zos","a0c402f9304856ebbbc65827e0073cf3f1df1637471f628e86a28fde4a2597f3",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p2p5_d100_x0_fd94012da4","fd94012da4d5a22b7ed7e8ec71cda0c2395e34a7d6a780b48eb7cd733b940ee1","24.1.0",true,-3.4428938997005991,-3.4428938997005991,3.4428938997005991,3.4428938997005991,0,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p2p5_d100_x0_fd94012da4.zos","e554b3eff0407cdcb95d783e220de9fbb13b6ec8095d6772ccf61342a30377bd",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p2p5_d110_x0_cdab33c301","cdab33c30113d979729fa26592be4403d2a09de5985dd0a2a0408363bfccbe8c","24.1.0",true,-3.6607363398203594,-3.6607363398203594,3.6607363398203594,3.6607363398203594,0,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p2p5_d110_x0_cdab33c301.zos","e16d594b7c97810455ae851cdbf6ffae68f14842d345b355e3e3be6915fe1196",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p2p5_d120_x0_e55a040912","e55a040912a954279e39c9a79651af0f15718bd70090f580e89e280525f15991","24.1.0",true,-3.8785787799401201,-3.8785787799401201,3.8785787799401201,3.8785787799401201,0,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p2p5_d120_x0_e55a040912.zos","f695011452c31c3833d5b3498f90243f45104a1f1248679539915ffa5aef51cb",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d60_x0_ad54cc95fc","ad54cc95fcaffca104a5798e7b11ffc076a9d2660b6655a9c1d80ad7eb78fb9b","24.1.0",true,-2.7858289670658682,-2.7858289670658674,2.7858289670658682,2.7858289670658674,8.8817841970012523E-13,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d60_x0_ad54cc95fc.zos","18d047b02ed7c8203f0d2d0e3465aed9c8bfcf433dba1167c2858d26cad63117",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d70_x0_3d9011b821","3d9011b8215acbe25de1403fb34fdf1f686aff9b5ba1f56f8dd9e2f5f19d4cb2","24.1.0",true,-3.0472398952095805,-3.0472398952095801,3.0472398952095805,3.0472398952095801,4.4408920985006262E-13,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d70_x0_3d9011b821.zos","27131e03b83a97d1140726700049cfb52d23551e9c5c60beba4e308e2ccecacd",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d80_x0_9b84e183e4","9b84e183e4a8ec6e1e03f0794a9e790969a7aeb54911796d025eafd90f912dd9","24.1.0",true,-3.3086508233532932,-3.3086508233532936,3.3086508233532932,3.3086508233532936,4.4408920985006262E-13,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d80_x0_9b84e183e4.zos","0ea803cda61fd1ab17c281ede6f9110daf1bd4ebeb052b26446540670195601a",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d90_x0_2213ebe6b3","2213ebe6b348b6bb1acfc78f52e2ded374a234cfef16f038ab561dcd74587d6b","24.1.0",true,-3.5700617514970059,-3.5700617514970072,3.5700617514970059,3.5700617514970072,1.3322676295501878E-12,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d90_x0_2213ebe6b3.zos","186e254ca8bfa7a73cacdb726e4a790c21535837e8a8ab683d24abdc075a429d",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d100_x0_79d94bd3d8","79d94bd3d89ce8aba4dccac86c47be9caccf214dacb801558a64144357da81f4","24.1.0",true,-3.8314726796407186,-3.8314726796407181,3.8314726796407186,3.8314726796407181,4.4408920985006262E-13,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d100_x0_79d94bd3d8.zos","97240cef36fac77fbc71ddf43188d84c77b256e49164848afbe6aae0406f935b",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d110_x0_6cb0c3e27e","6cb0c3e27ee48e3788a1cab8508399a5a1fc0b92ca8ce5f2f11f6d609fff6abd","24.1.0",true,-4.0928836077844313,-4.0928836077844313,4.0928836077844313,4.0928836077844313,0,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d110_x0_6cb0c3e27e.zos","85049ae2dc0981375b633decf36efc8baf1a3764afab888cb79a489c2f01ab39",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3_d120_x0_f991f74a52","f991f74a52d7758a7884d51276b239b1ea3ff83b81b82c227b17e94e164f2d34","24.1.0",true,-4.354294535928144,-4.354294535928144,4.354294535928144,4.354294535928144,0,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3_d120_x0_f991f74a52.zos","148407e13ff0519ea2606d205356b71eda0d55f7330926794509fdf491789df0",OK,,
"eye-zemax-5742062fbe3fd0f3","chickm30m45d_baseline_f8_a11p7_p3p5_d60_x0_a80e2d62c9","a80e2d62c9ab4ba560a15d41968134fa43978d672183ab659205ec072acd1f3e","24.1.0",true,-3.0001337949101803,-3.000133794910179,3.0001337949101803,3.000133794910179,1.3322676295501878E-12,4,0,0,"systems/chickm30m45d_baseline_f8_a11p7_p3p5_d60_x0_a80e2d62c9.zos","210bd8b312e1d460788a60d2daeee920a9d8646294c43a1e2ec4b9e2ff38b9cd",OK,,
