case_id,input_sha256,expected_min_y_mm,expected_max_y_mm,expected_valid_rays,boundary_tolerance_um
childm6y_baseline_f15p1_a23_p4_d90_x0_41381d73b5,41381d73b5a1a4066e494733119182045e30024701b98ca2fe8960b35dd9ed9f,-8.6090032517745954,8.6090032517745954,4,0.00001
childm6y_baseline_f15p1_a23_p4_d100_x0_7e6e6c3d29,7e6e6c3d29d00b03daec316672b036c6d20dc57cb68613ea9e529564d9209047,-9.2941828924931578,9.2941828924931578,4,0.00001
childm6y_baseline_f15p1_a23_p4_d110_x0_b17e8fc276,b17e8fc276ee3e529d7ef14027e1aedd5c2dea536c8318cc851d3aaf4143e0a5,-9.979362533211722,9.979362533211722,4,0.00001
childm6y_baseline_f15p1_a23_p4_d120_x0_892fbe5230,892fbe523071c1a0814bc626da1d28e8d3921b2f4a6f2c2fc80e37fa345af472,-10.664542173930284,10.664542173930284,4,0.00001
childm6y_baseline_f15p1_a23_p5_d60_x0_c0032f7d12,c0032f7d12d85a26d973df645ccf54091aa1a3c7328bf401246ba6f06afed3ca,-7.4418304120236343,7.4418304120236343,4,0.00001
childm6y_baseline_f15p1_a23_p5_d70_x0_a49fd6c9d1,a49fd6c9d186732da9765d02bea9dfa9bed76e7e2139eee461ca6cc843fc9bcf,-8.2983049629218382,8.2983049629218382,4,0.00001
childm6y_baseline_f15p1_a23_p5_d80_x0_451e222dd2,451e222dd28f4b60dc68472233bf81ccbe69e5f3817a261dd753f6e38a6fa589,-9.1547795138200421,9.1547795138200421,4,0.00001
childm6y_baseline_f15p1_a23_p5_d90_x0_c84edb84b9,c84edb84b90faf41afc10d7d7e0d235413ccbf6f41fcf135263b881a7ab9b9be,-10.011254064718244,10.011254064718244,4,0.00001
childm6y_baseline_f15p1_a23_p5_d100_x0_6c0400d2ee,6c0400d2ee8d9f61818965be1880fe063ae06802ed0ad86cd512489e0965837a,-10.86772861561645,10.86772861561645,4,0.00001
childm6y_baseline_f15p1_a23_p5_d110_x0_a9a7d46663,a9a7d466633853c5f62d90ba6543829d60f69af2af9866d8910f14aa9e3d28f4,-11.724203166514656,11.724203166514656,4,0.00001
childm6y_baseline_f15p1_a23_p5_d120_x0_576f24f5ca,576f24f5cabb9b13d2c3d6862ffc4f4e4ee145e65e3bde2a421185ecb8493833,-12.580677717412854,12.580677717412854,4,0.00001
childm6y_baseline_f16p7_a23_p2_d60_x0_78b884fdd5,78b884fdd5c16990beb2cc346719c33e17609b98dc5419495fee19b23fbde594,-4.9941028721001111,4.9941028721001111,4,0.00001
childm6y_baseline_f16p7_a23_p2_d70_x0_e1ad204d12,e1ad204d1272914cbe54f82b806ac90d905bf83ca70ca178502f7bbf6b463d78,-5.3366926924593932,5.3366926924593932,4,0.00001
childm6y_baseline_f16p7_a23_p2_d80_x0_0e641fb754,0e641fb754f301af4aec23814843e81ac151cc560eeaea1e2db6af43e5bcffcc,-5.6792825128186744,5.6792825128186744,4,0.00001
childm6y_baseline_f16p7_a23_p2_d90_x0_ec9dd24556,ec9dd2455659b4ab4ba0bd33f81bb66d3cdf5f226f64d30bb110e350caf115d5,-6.0218723331779547,6.0218723331779547,4,0.00001
childm6y_baseline_f16p7_a23_p2_d100_x0_9dfbdaa097,9dfbdaa097aef21cbfb02fe5e6945800a1f6fde09ae1ba358536f4f884872c41,-6.3644621535372368,6.3644621535372368,4,0.00001
childm6y_baseline_f16p7_a23_p2_d110_x0_fd9f9f857c,fd9f9f857cc57b30ac8f7289c55b854f3d125b87128ce7a92acf3c7e9ce2d93b,-6.707051973896518,6.707051973896518,4,0.00001
childm6y_baseline_f16p7_a23_p2_d120_x0_47be89c344,47be89c34442d9af4d6b453db79fc878d0dffb223aea91febdbd506876079c5b,-7.0496417942558001,7.0496417942558001,4,0.00001
childm6y_baseline_f16p7_a23_p3_d60_x0_cd60c38028,cd60c3802814adb88a923ef9e44b7f008bcd7e47065f87837bdfd76116709459,-5.9911543081501666,5.9911543081501666,4,0.00001
childm6y_baseline_f16p7_a23_p3_d70_x0_3e20d1296e,3e20d1296ef56eab85cfbdf4fca9ee47270b267479d3944c61c4011c1f704095,-6.5050390386890893,6.5050390386890893,4,0.00001
childm6y_baseline_f16p7_a23_p3_d80_x0_53b15d0ce6,53b15d0ce6d13f5b12d8cef38c6161a1ecf5db46c1714543691532db36840597,-7.0189237692280102,7.0189237692280102,4,0.00001
childm6y_baseline_f16p7_a23_p3_d90_x0_0cd9f49dfa,0cd9f49dfa1e4a3190d631f4bb1f397f6e3a8a7948b0a96355c6c7a7d41acb45,-7.5328084997669329,7.5328084997669329,4,0.00001
childm6y_baseline_f16p7_a23_p3_d100_x0_823e4df0e3,823e4df0e3de8477bc2f343dd22ed8f0bdb6dca8b6bf1453ac0fa2c4a6bf515c,-8.0466932303058556,8.0466932303058556,4,0.00001
childm6y_baseline_f16p7_a23_p3_d110_x0_c726a12b4a,c726a12b4a3fcce69949ed2c30e23c53feb259f3a9c43712545bcac16bfbfbfe,-8.5605779608447783,8.5605779608447783,4,0.00001
childm6y_baseline_f16p7_a23_p3_d120_x0_7ab690107b,7ab690107bef8c886673b88eb6881433b7d135961df64f95c6de2531b54da7a7,-9.074462691383701,9.074462691383701,4,0.00001
childm6y_baseline_f16p7_a23_p4_d60_x0_882d14436b,882d14436b85426e112f4d3e95cb5fe35c7507860dac3ea9b67d2e47612d2629,-6.988205744200223,6.988205744200223,4,0.00001
childm6y_baseline_f16p7_a23_p4_d70_x0_5841c6ebbe,5841c6ebbe08ff0004e55452dac9e8310b20860996d81e74ee347cac9c78ff79,-7.6733853849187863,7.6733853849187863,4,0.00001
childm6y_baseline_f16p7_a23_p4_d80_x0_48ac9aa7ff,48ac9aa7ff08c71829ad34bea70c86bf1c7a5cd1d3f40f31fe592dbca9beb8bf,-8.3585650256373469,8.3585650256373469,4,0.00001
childm6y_baseline_f16p7_a23_p4_d90_x0_94300ddf4a,94300ddf4a0ff4af52c8e56213f3ec08d599ed6799dfbbb3f448fb92feb135ae,-9.0437446663559093,9.0437446663559093,4,0.00001
childm6y_baseline_f16p7_a23_p4_d100_x0_f3d07355dc,f3d07355dccf554c52b7b3bade957c719cccb82aa929468d6e302757ee5a1ad3,-9.7289243070744735,9.7289243070744735,4,0.00001
childm6y_baseline_f16p7_a23_p4_d110_x0_81d4ca76d7,81d4ca76d7b756b959c71177f2d43a385306fc7e282cc2c7d568a6d2b92d40a3,-10.414103947793036,10.414103947793036,4,0.00001
childm6y_baseline_f16p7_a23_p4_d120_x0_f1254615c5,f1254615c517c0abcf854b549e2af2d76beca56e88c38301bd6902a40a38023d,-11.0992835885116,11.0992835885116,4,0.00001
childm6y_baseline_f16p7_a23_p5_d60_x0_8a926d60a5,8a926d60a5347ef37f6ea51f7da5b55158ec1f0345b01ad0f8efe3d8ef583da8,-7.9852571802502776,7.9852571802502776,4,0.00001
childm6y_baseline_f16p7_a23_p5_d70_x0_337b06f91c,337b06f91c564e485edd332dada7c3c1564f7d55e37335c22cd3faac66ddf501,-8.8417317311484815,8.8417317311484815,4,0.00001
childm6y_baseline_f16p7_a23_p5_d80_x0_8216bc2251,8216bc22515d90200ee0f722477550eda9d3e3710c863b3885d7d323c7d3b78d,-9.6982062820466837,9.6982062820466837,4,0.00001
childm6y_baseline_f16p7_a23_p5_d90_x0_e485b5bebc,e485b5bebc4fc3869ea6da190728e949e72bcd0c2e0ea4c7e6490cc7e0f04728,-10.554680832944888,10.554680832944888,4,0.00001
childm6y_baseline_f16p7_a23_p5_d100_x0_0da208ddae,0da208ddae9a4d80062876755d85b3ccd05e452ea5050e1831d74a2e96ca8d40,-11.411155383843091,11.411155383843091,4,0.00001
childm6y_baseline_f16p7_a23_p5_d110_x0_b31b8c042d,b31b8c042d2fada745de5ff54793863eeeb907d1ad1def6c14c4d3920c511285,-12.267629934741295,12.267629934741295,4,0.00001
childm6y_baseline_f16p7_a23_p5_d120_x0_d1c0ac0226,d1c0ac02262b548228cfa6669630920146b021851c857fe7a71a5f681a41f43e,-13.124104485639499,13.124104485639499,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d60_x0_59ce27266d,59ce27266dfc1111dd8b77e290adf1ae5fcf1c67fd3f592ebe3d9cb19f9ee2d1,-4.3528574101796407,4.3528574101796407,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d70_x0_262f70f69c,262f70f69cd5842bb8716c66a308332bdaaeb7a51aea50c88b8caa872930b20a,-4.7043843562874255,4.7043843562874255,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d80_x0_2ca92bbf06,2ca92bbf068b07b6b2bca165502d6ea4b2226ac31f2d7713f062fccb415a195a,-5.0559113023952085,5.0559113023952085,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d90_x0_ecaebaa104,ecaebaa104612da556524a76236e944dd1cf6bdc3f4c87f0670ac3c96be47cb0,-5.407438248502995,5.407438248502995,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d100_x0_af444f2e39,af444f2e39614a69f36ca5f32fc6ba01de99cbe49ce3aa004f5275885192734a,-5.7589651946107789,5.7589651946107789,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d110_x0_b3670b26f7,b3670b26f726ecc772da1909c9e4a8a81b329393510b02f94fae929264397eb0,-6.1104921407185628,6.1104921407185628,4,0.00001
adultm18y_baseline_f12p8_a23p6_p2_d120_x0_97c2e00c82,97c2e00c82fd1bc06370e83a3ed1a4823715eaad033d3445c5bed784ee887de7,-6.4620190868263467,6.4620190868263467,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d60_x0_8514a73335,8514a7333594c85e4dae53e818dc5f6fc119541cb1379aec71bc8b2176bfcf9f,-5.0292861152694606,5.0292861152694606,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d70_x0_f7aba60963,f7aba609638fd5707079344a5d2925effecc1504cb3e22958b689b5880a35917,-5.5565765344311382,5.5565765344311382,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d80_x0_a533f63bb6,a533f63bb67cce7dbc68a991b3172b192d3d6c63f7c8e73977b8d730e9ab3294,-6.083866953592814,6.083866953592814,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d90_x0_9f78d0b872,9f78d0b872bceb4986953a41a9a4a9ffc98e20b51c4feb2d73957dc36f842fb7,-6.6111573727544908,6.6111573727544908,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d100_x0_295f8c3603,295f8c360342a3be048ab16318416ab03916fc33ee9bdf9eefa6f8b52cc09ed3,-7.1384477919161675,7.1384477919161675,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d110_x0_6e7ff68ab8,6e7ff68ab8bae05b027fb624be3881a8c985232b56ce50f4aea7d784eb51edee,-7.6657382110778443,7.6657382110778443,4,0.00001
adultm18y_baseline_f12p8_a23p6_p3_d120_x0_92ff5ca0ed,92ff5ca0edd3baf55976bb3fe841ca6e5fea5ebd7d904f356341db087a722498,-8.193028630239521,8.193028630239521,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d60_x0_e964c7243c,e964c7243c4ed1f77a8f42bea6230b71700703f47c6366fe963b7e726a23f7d0,-5.7057148203592822,5.7057148203592822,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d70_x0_88d0dfbd8d,88d0dfbd8d06244da487c09493e0defe0514243b8784c8a5beb793805018f165,-6.40876871257485,6.40876871257485,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d80_x0_876105a956,876105a956379ced6267605a125a50e83df2e3bdb59c147d76fcfcc65867c559,-7.1118226047904187,7.1118226047904187,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d90_x0_a2796db11b,a2796db11ba5464d342b4454e5cff14b22765a07a2f19eb6c2029b8a28a4b1b6,-7.8148764970059865,7.8148764970059865,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d100_x0_ffedc2350c,ffedc2350c9af924db90b569a89bf20894091f59c32ecbb2a9ca5cbbfc360860,-8.5179303892215561,8.5179303892215561,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d110_x0_943068ce12,943068ce12108c18aba51cae5dab04a2a24b4d303f1acbc95cbef39f698c1ac3,-9.2209842814371257,9.2209842814371257,4,0.00001
adultm18y_baseline_f12p8_a23p6_p4_d120_x0_27e9725fe9,27e9725fe9a7621e4196eaefc0bac644f6cf2b47c7e58035f5b7c819e883c0bb,-9.9240381736526952,9.9240381736526952,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d60_x0_d50d95a20c,d50d95a20c3757d63b8e5063278fefa5b4b64dd3a4151dbc62c293718021f9be,-6.3821435254491021,6.3821435254491021,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d70_x0_980aee8203,980aee8203ed836aaf1cd4c91c29506725b6f13fc2adba2392caabc7a311827f,-7.2609608907185637,7.2609608907185637,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d80_x0_f2a57191ad,f2a57191ad94a2adda349ef6f9c3039b94eea6c1333e9e815ae972bf8ef84002,-8.1397782559880216,8.1397782559880216,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d90_x0_53b1814825,53b1814825bccfce76637b07eda26ad421b87a7fd05aca2367a904fff855708e,-9.018595621257484,9.018595621257484,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d100_x0_e70dd43aaa,e70dd43aaaac0f3e0951266666b6b5822448b2c6ee7cc97466be10e601a360ff,-9.8974129865269482,9.8974129865269482,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d110_x0_c08d238377,c08d23837716bf1dbc77dc5e9946360fdcc8b57e7aa17c4efa9504e407b09956,-10.776230351796407,10.776230351796407,4,0.00001
adultm18y_baseline_f12p8_a23p6_p5_d120_x0_72451d4539,72451d453950bae004490935313dd5de105ad34fb493fa61e88144b6c1b01afa,-11.65504771706587,11.65504771706587,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d60_x0_f31161ac28,f31161ac28aed11208aa3937bd5ddb7e2715129a9d9c8bbf2f5b31f4acede6e6,-4.7159281437125751,4.7159281437125751,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d70_x0_4a412fd520,4a412fd52002a824914dc0ab5d26f03e38adf5d6b8d25c662ff1337d448a46a0,-5.0674550898203599,5.0674550898203599,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d80_x0_8166e5f0cf,8166e5f0cf1a2deae7e9229d88af66e30e58be599d6a6a00c9bd1701569e70cf,-5.4189820359281438,5.4189820359281438,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d90_x0_f8797909c2,f8797909c26d55a055f450a0212bdeebc98dd55084e6ebf5940c997f69a39974,-5.7705089820359277,5.7705089820359277,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d100_x0_cbdf5f34f4,cbdf5f34f4943bf2150de38dd22cb93eb18b74f2de63e52446d4e58b858cbbd1,-6.1220359281437133,6.1220359281437133,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d110_x0_9750480b74,9750480b7409032c01f802f39c0f3324609a6a6e7af7255a829ff483837fb0e1,-6.4735628742514972,6.4735628742514972,4,0.00001
adultm18y_baseline_f14p75_a23p6_p2_d120_x0_ce359006a5,ce359006a5da75d9f842f4f5027d7bb5180ee8adf16bfbf767779303b516b527,-6.8250898203592811,6.8250898203592811,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d60_x0_8d95a751c3,8d95a751c3946b1171f1bb2c7806cd7a905c3c6bb75dfe059c3bf65bbafd39ff,-5.5738922155688613,5.5738922155688613,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d70_x0_b8586f3fd6,b8586f3fd6f4c9ac867f6a69cad6bfae0c4b9eaeaaa419b0de5eb763a0469db8,-6.1011826347305398,6.1011826347305398,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d80_x0_61ae0c311f,61ae0c311f2352e49582b47fc6306999a7b4781a0b84f3e7865adc94a9222a34,-6.6284730538922156,6.6284730538922156,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d90_x0_395f7ac079,395f7ac079413cdd7974b00d0efc71d4fb8ccba50d9a2aac368a2fa7ca18e93c,-7.1557634730538906,7.1557634730538906,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d100_x0_b2568fdcdc,b2568fdcdc76e42c2fb494872b0c4d91b5abb4d2fe5acd29d190ab576372f802,-7.6830538922155682,7.6830538922155682,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d110_x0_3786734c41,3786734c41005d48032c902ab9d795ebe14cd0ab3ea6d7933235195e31673482,-8.2103443113772467,8.2103443113772467,4,0.00001
adultm18y_baseline_f14p75_a23p6_p3_d120_x0_1481644751,14816447519a704c4cf54163836a5fa7f8c6369047f47b0e3260d41fcedcc70b,-8.7376347305389217,8.7376347305389217,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d60_x0_c4a1029e94,c4a1029e94c35a9a270a1655e8dbe400cf3303c587f74f62debbeee214602415,-6.4318562874251484,6.4318562874251484,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d70_x0_667b3116d6,667b3116d618641d6044515dd79a0c8ebf6e47f13eb89668dc1b4bef44432d43,-7.1349101796407188,7.1349101796407188,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d80_x0_d715953b8d,d715953b8d4808746397d179feb8bb434c97b798831b6740461a5607d49c0aba,-7.8379640718562875,7.8379640718562875,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d90_x0_50d302e5c8,50d302e5c8741f826204f7fe9e06b9e5ea0d19246f57e3f88ef8236805581afa,-8.5410179640718553,8.5410179640718553,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d100_x0_da1fc7daf8,da1fc7daf88a3d92d8f2efb815bb47b9f61fb7b119a7767248cda0a3bcb6273a,-9.2440718562874249,9.2440718562874249,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d110_x0_7b3947c09f,7b3947c09ffc4d1924ea9285f22527e74becfd54c5b7d0ba70b01b9a93fca07f,-9.9471257485029962,9.9471257485029962,4,0.00001
adultm18y_baseline_f14p75_a23p6_p4_d120_x0_c280a22238,c280a22238e630f128fd240fa9b59720e795ce4be8773cc137b3d06b37f90425,-10.650179640718564,10.650179640718564,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d60_x0_12916b00bf,12916b00bf5e7c56943f7ed9f0002cec06a8aa09dbe4f497c3ae557aeb9486e8,-7.2898203592814355,7.2898203592814355,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d70_x0_8139b5af7a,8139b5af7a2e8303b879e2316fc757bee591c97b54cde2daf886c33fc80fe66a,-8.1686377245508996,8.1686377245508996,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d80_x0_10ade8a84e,10ade8a84e763b14a7833530d7eb856eff4818332de23a02466dab232aee1a80,-9.0474550898203585,9.0474550898203585,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d90_x0_f47892d48f,f47892d48f1b7f8ad2ccd0cb27da6b70f2e8dd11f0286571e5c717d4e0d58ec5,-9.9262724550898191,9.9262724550898191,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d100_x0_c3417564bf,c3417564bfb0005d6ca8b2fbf08a03ff4f612278e89c8194baa35638812f93bf,-10.805089820359282,10.805089820359282,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d110_x0_f0e6614595,f0e6614595b38d34903f53644a7d643fe3eb7a1c538b071539cb18655571cfc2,-11.683907185628742,11.683907185628742,4,0.00001
adultm18y_baseline_f14p75_a23p6_p5_d120_x0_542e79fe71,542e79fe712e111910d6ecd6fb8bb9fe1f49c90bb46ab9e3ea58e82d89af3898,-12.562724550898203,12.562724550898203,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d60_x0_77db5dd90d,77db5dd90d623cb20500c70024a889d93dd60c7cb4b60675f0ddc9f0dae61dc3,-4.9942099035462011,4.9942099035462011,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d70_x0_56a00abd2a,56a00abd2ab20eb6fad4c23be016e4834bbbf59588a8607aaed9ca43f4e71b29,-5.345736849653985,5.345736849653985,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d80_x0_96d14f1794,96d14f1794ddab24bad3cf3079034d164dc4b2001c1da8965153a2aad1f16991,-5.6972637957617698,5.6972637957617698,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d90_x0_899df5ba63,899df5ba6339e8d7263265354641651a17a4a203efa256ce4405a73fa80ece63,-6.0487907418695546,6.0487907418695546,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d100_x0_6a85ab188f,6a85ab188f3ad9f99766607a99aa81000d8cc2a0b3c1e4ecf30012807764fed0,-6.4003176879773385,6.4003176879773385,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d110_x0_75c174802f,75c174802f995383edeaff83b26b1d18a0cbfbee1972409b3ff6c2f2b0d99276,-6.7518446340851241,6.7518446340851241,4,0.00001
adultm18y_baseline_f16p7_a23p6_p2_d120_x0_dc7aa70ac2,dc7aa70ac234a6a8b4c08787cc42b939cc411000678cd59aa1603be35b115d6f,-7.103371580192908,7.103371580192908,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d60_x0_da13eb54b4,da13eb54b4d45101aa717d71982d4cfbba5d6f25ca783eea41cb0320123a6ab1,-5.9913148553193007,5.9913148553193007,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d70_x0_d5019c2984,d5019c29845720ce50d719e368a931e36e2fe8391121ffae48a09b7fb4b027a2,-6.5186052744809784,6.5186052744809784,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d80_x0_dcab9c70bf,dcab9c70bfb8ace9ef343d6842d62db69c3059b2a943653a127e3f9e1e6aaccb,-7.0458956936426551,7.0458956936426551,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d90_x0_f30929f7e4,f30929f7e4162efa9b6293dbac8b43c16c19aba3deefbe40e0cb80a6bdef5823,-7.573186112804331,7.573186112804331,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d100_x0_43c8581651,43c858165167e6a747828831b760ef4a4a87c57de741de6880fd5ef1a6353a0a,-8.1004765319660077,8.1004765319660077,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d110_x0_c31390d75a,c31390d75a283c57a65dbb10c4c7708fd8b7a8d3b63b5b9d1242b3c08b2ad130,-8.6277669511276844,8.6277669511276844,4,0.00001
adultm18y_baseline_f16p7_a23p6_p3_d120_x0_8e8b539be0,8e8b539be037980807a533cc353a4746346ad84379470287155321e4ef343c87,-9.155057370289363,9.155057370289363,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d60_x0_942b56bee5,942b56bee51ddfedd005ccabfaaa525ca788421a9468f6faf29f89767b47070b,-6.9884198070924004,6.9884198070924004,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d70_x0_48c3c77c4b,48c3c77c4bf10273ae14d55c06291dca54c3edd189f1ae0b776f503e50ea93a3,-7.6914736993079691,7.6914736993079691,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d80_x0_c8cc866386,c8cc866386748679ee29e27b2f5198dc87b04d5747fe588167440fd9499de809,-8.3945275915235396,8.3945275915235396,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d90_x0_1514ac6799,1514ac6799c17009f2d3b393c71048811dab9e56abd04edd88570ad0aa239e49,-9.0975814837391091,9.0975814837391091,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d100_x0_9f2ab2dd0a,9f2ab2dd0a8e41ab072d787b8ae04bb2f650c58a62473b4ba5fe37bbd10ee1e8,-9.8006353759546769,9.8006353759546769,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d110_x0_197559d2e7,197559d2e7126afbac101865ac693f63217f4d8d21fc9db96e7ba1101b94653e,-10.503689268170248,10.503689268170248,4,0.00001
adultm18y_baseline_f16p7_a23p6_p4_d120_x0_49a6f6fe34,49a6f6fe348b0124632094e8237704a2d69308f9de6f60fac02846b379cc017a,-11.206743160385816,11.206743160385816,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d60_x0_8c0e05b52b,8c0e05b52bf30a7b68e785fe5263b6bf6a8f2e4475ce20a2430147cd93e74e9f,-7.9855247588655036,7.9855247588655036,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d70_x0_ac449a0f4f,ac449a0f4ffaa813338648477bbe50a1dc64f39ae0a128fecce86a142d546ac1,-8.8643421241349643,8.8643421241349643,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d80_x0_4930899c90,4930899c901c2cb668bb2b1564bcc2469fd8626f32e9dade6b9063859d04b04d,-9.7431594894044249,9.7431594894044249,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d90_x0_e34e1a5d48,e34e1a5d487083edbb784eac9de7a31cc7354c77ede311a80afc70f2d60284f2,-10.621976854673886,10.621976854673886,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d100_x0_f000f4bc5e,f000f4bc5e71c2fc97dbdc058b13a37bd397dfe0f0a17c685edab089efa8181e,-11.500794219943348,11.500794219943348,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d110_x0_619af92e49,619af92e496faf45edd9bcf4b086b91a71e6b5f220a860f8a9a9ed6a330a8aa9,-12.379611585212809,12.379611585212809,4,0.00001
adultm18y_baseline_f16p7_a23p6_p5_d120_x0_6ab7cf53e2,6ab7cf53e208c4a868d18e3aeafead4b937146800bb6fa9962d8f7a6632ea31c,-13.258428950482273,13.258428950482273,4,0.00001
