batch_id,case_id,input_sha256,opticstudio_version,api_license_valid,expected_min_y_mm,observed_min_y_mm,expected_max_y_mm,observed_max_y_mm,boundary_error_um,valid_rays,ray_error_count,ray_vignette_count,zos_file,zos_sha256,status,error_type,error_message
"eye-zemax-e5aa143193b539a8","chickm30m45d_baseline_f7p5_a11p7_p2_d60_x0_48566da0e7","48566da0e76b79e16bf692e25fb117b1f237734caafe296ee0a766d7a76c33a4","24.1.0",true,-2.2119910179640718,-2.2119910179640669,2.2119910179640718,2.2119910179640669,4.8849813083506888E-12,4,0,0,"systems/chickm30m45d_baseline_f7p5_a11p7_p2_d60_x0_48566da0e7.zos","81eae663250703cfe0c2ff88c37aba0c0bb9b165265d14afd393d55445d780c5",OK,,
"eye-zemax-e5aa143193b539a8","chickm30m45d_range_f7p83_a12p2_p2p7_d60_xm1_f5994493cc","f5994493cc710c20c077a4ecb61d107b4797b75bbae1f534ff53c90d9f6f5668","24.1.0",true,-2.5372932742833498,-2.5398734761465107,2.5372932742833498,2.5398734761465107,2.5802018631608803,4,0,0,"systems/chickm30m45d_range_f7p83_a12p2_p2p7_d60_xm1_f5994493cc.zos","f36f3d862ebc1fc5884e504384abd1eb6a3c8363248453e1ee919c2b5fecde42",OK,,
"eye-zemax-e5aa143193b539a8","childm6y_range_f15p1_a23_p3_d80_x0_abb52b09d4","abb52b09d4d0ac478d8bcfaa55c5bf32bab2caec7984a2ddba2ccb5e375f131a","24.1.0",true,-6.6928677082920238,-6.6928677082920407,6.6928677082920238,6.6928677082920407,1.6875389974302379E-11,4,0,0,"systems/childm6y_range_f15p1_a23_p3_d80_x0_abb52b09d4.zos","47af25fcf75ae943bb7a3ac242145e5fa01ce83c9f2ef1a64c261bfb7421c688",OK,,
"eye-zemax-e5aa143193b539a8","adultm18y_range_f14p75_a23p6_p5_d60_xm3_c55d1e3b25","c55d1e3b25cc2aa7f8bb1ec754be7d3ac107e60e9ca7b4dd913c3d1649a29681","24.1.0",true,-7.3102838715093181,-7.3874791062734211,7.3102838715093181,7.3874791062734211,77.195234764102949,4,0,0,"systems/adultm18y_range_f14p75_a23p6_p5_d60_xm3_c55d1e3b25.zos","c8d28f61cbbe2d3e999e01b869d0dabf83536df8df6e9d2f1674c0ce0dca5390",OK,,
